,Date,City,Country,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed
376,1595525313.0,camopi,GF,3.17,-52.32,82.29,89.0,53.0,4.61
377,1595525314.0,erzurum,TR,40.0,41.5,62.6,72.0,75.0,19.46
379,1595525314.0,mahibadhoo,MV,3.78,72.97,83.1,75.0,100.0,13.47
380,1595525314.0,pakaur,IN,24.63,87.85,83.62,82.0,100.0,8.23
382,1595525314.0,ouargaye,BF,11.5,0.06,88.3,52.0,55.0,3.87
383,1595525314.0,morbegno,IT,46.14,9.57,79.63,55.0,23.0,1.01
384,1595525314.0,makat,KZ,47.65,53.35,85.48,25.0,30.0,9.57
385,1595525314.0,khatanga,RU,71.97,102.5,42.4,85.0,100.0,17.92
387,1595525315.0,leningradskiy,RU,69.38,178.42,45.82,72.0,96.0,14.07
388,1595525315.0,lasa,IT,46.62,10.7,71.6,37.0,75.0,6.93
389,1595525315.0,port-cartier,CA,50.03,-66.87,68.54,72.0,40.0,9.17
390,1595524538.0,portland,US,45.52,-122.68,62.24,72.0,90.0,6.93
392,1595525122.0,pisco,PE,-13.7,-76.22,68.0,72.0,7.0,5.82
393,1595525245.0,tallahassee,US,30.44,-84.28,84.7,88.0,90.0,8.05
394,1595525316.0,rafaela,AR,-31.25,-61.49,45.41,72.0,100.0,5.01
396,1595525316.0,bowling green,US,36.99,-86.44,77.36,88.0,75.0,3.36
397,1595525316.0,bayevo,RU,53.28,80.77,59.54,72.0,70.0,7.0
398,1595525316.0,coronado,US,32.69,-117.18,67.89,64.0,75.0,4.7
399,1595525276.0,yarada,IN,17.65,83.27,82.4,83.0,90.0,3.36
400,1595525139.0,nyurba,RU,63.28,118.33,58.01,85.0,0.0,1.95
401,1595525316.0,camana,PE,-16.62,-72.71,63.77,68.0,79.0,11.97
402,1595525317.0,kirensk,RU,57.79,108.11,56.17,76.0,36.0,2.06
403,1595525317.0,bairiki,KI,1.33,172.98,82.4,78.0,40.0,11.41
404,1595525211.0,aguas vermelhas,BR,-15.75,-41.46,78.42,39.0,0.0,6.71
405,1595525317.0,trairi,BR,-3.28,-39.27,85.26,55.0,33.0,16.11
406,1595525317.0,ayia galini,GR,35.1,24.68,81.28,50.0,0.0,8.99
407,1595525317.0,merrill,US,45.18,-89.68,64.06,88.0,90.0,3.11
408,1595525317.0,coffs harbour,AU,-30.3,153.13,55.4,93.0,75.0,8.05
409,1595525317.0,mizdah,LY,31.45,12.98,90.23,18.0,0.0,14.36
410,1595525318.0,emba,KZ,48.83,58.14,78.82,37.0,49.0,7.85
411,1595525318.0,gornyy,RU,55.12,83.91,49.14,87.0,0.0,3.67
412,1595525318.0,port blair,IN,11.67,92.75,82.71,74.0,78.0,4.41
413,1595525318.0,shingu,JP,33.73,135.98,75.92,83.0,100.0,1.5
414,1595525318.0,maningrida,AU,-12.07,134.27,66.38,86.0,7.0,8.16
415,1595525318.0,solton,RU,52.84,86.48,57.79,87.0,37.0,1.72
416,1595525319.0,nuuk,GL,64.18,-51.72,53.6,76.0,75.0,8.05
417,1595525319.0,nongstoin,IN,25.52,91.27,67.53,100.0,100.0,4.63
418,1595525319.0,half moon bay,US,37.46,-122.43,63.81,72.0,40.0,3.36
419,1595525319.0,aloleng,PH,16.13,119.78,82.08,77.0,100.0,6.6
420,1595525319.0,pacific grove,US,36.62,-121.92,58.77,82.0,90.0,6.93
421,1595525320.0,lerwick,GB,60.15,-1.15,57.2,87.0,75.0,16.11
422,1595525320.0,namatanai,PG,-3.67,152.43,79.56,82.0,45.0,6.35
423,1595525320.0,eydhafushi,MV,5.1,73.07,82.69,78.0,100.0,12.84
424,1595525320.0,port macquarie,AU,-31.43,152.92,46.4,93.0,40.0,2.21
425,1595525321.0,ventspils,LV,57.39,21.56,62.6,63.0,20.0,12.75
426,1595525321.0,soyo,AO,-6.13,12.37,73.6,77.0,5.0,9.53
427,1595525321.0,mogadishu,SO,2.04,45.34,76.91,74.0,47.0,19.86
428,1595525321.0,lamar,US,33.67,-95.58,88.2,62.0,20.0,5.82
429,1595525321.0,aklavik,CA,68.22,-135.01,55.4,58.0,40.0,11.41
430,1595525321.0,walvis bay,NA,-22.96,14.51,74.79,18.0,0.0,4.7
431,1595525322.0,kokopo,PG,-4.35,152.26,77.4,81.0,23.0,7.87
432,1595525322.0,havre,FR,49.58,0.33,66.31,63.0,96.0,8.05
433,1595525322.0,ust-nera,RU,64.57,143.2,64.81,69.0,93.0,2.28
434,1595525322.0,coquimbo,CL,-29.95,-71.34,59.0,47.0,4.0,11.41
435,1595525322.0,batagay,RU,67.63,134.63,64.2,56.0,59.0,2.89
436,1595525323.0,poso,ID,-1.4,120.75,75.99,75.0,30.0,6.62
437,1595525323.0,nanakuli,US,21.39,-158.15,72.14,78.0,1.0,3.36
438,1595525323.0,dunedin,NZ,-45.87,170.5,39.78,71.0,35.0,5.99
439,1595525304.0,alofi,NU,-19.06,-169.92,73.4,100.0,73.0,8.05
440,1595525324.0,manicore,BR,-5.81,-61.3,86.0,70.0,84.0,2.24
441,1595525324.0,visby,SE,57.64,18.3,63.41,63.0,31.0,14.99
442,1595525324.0,korla,CN,41.76,86.15,80.01,68.0,32.0,5.01
444,1595525324.0,willowmore,ZA,-33.29,23.49,56.73,35.0,0.0,1.12
445,1595525324.0,belaya gora,RU,68.53,146.42,72.57,51.0,60.0,6.04
446,1595525325.0,mabaruma,GY,8.2,-59.78,83.21,85.0,72.0,5.88
447,1595525325.0,kyzyl-suu,KG,42.34,78.0,61.92,34.0,57.0,4.32
448,1595525325.0,haines junction,CA,60.75,-137.51,50.95,84.0,100.0,2.53
449,1595525325.0,palmer,US,42.16,-72.33,83.68,70.0,75.0,13.87
450,1595525325.0,sibu,MY,2.3,111.82,75.07,94.0,40.0,0.38
451,1595525325.0,silifke,TR,36.38,33.93,87.3,41.0,0.0,6.87
452,1595525326.0,westport,US,41.14,-73.36,84.09,74.0,75.0,10.29
453,1595525326.0,seybaplaya,MX,19.65,-90.67,86.0,74.0,40.0,5.82
454,1595525326.0,terney,RU,45.05,136.61,59.79,90.0,42.0,1.97
455,1595525326.0,gat,IL,31.61,34.76,80.87,60.0,0.0,6.51
456,1595525326.0,karatuzskoye,RU,53.61,92.87,58.12,85.0,8.0,1.45
457,1595525326.0,liku,ID,-0.73,119.89,74.48,84.0,34.0,2.53
458,1595525327.0,zdvinsk,RU,54.7,78.66,52.75,78.0,0.0,5.5
459,1595525327.0,babu,CN,24.42,111.52,80.56,69.0,96.0,1.52
460,1595525327.0,amuntai,ID,-2.42,115.25,73.45,98.0,80.0,0.94
461,1595525328.0,maumere,ID,-8.62,122.21,76.64,75.0,95.0,9.37
462,1595525328.0,boden,SE,65.83,21.69,57.2,93.0,90.0,6.93
463,1595525328.0,gigmoto,PH,13.78,124.39,81.72,79.0,17.0,3.15
464,1595525262.0,belgrade,RS,44.8,20.47,77.97,61.0,58.0,3.36
465,1595525152.0,thunder bay,CA,48.4,-89.32,77.0,50.0,20.0,5.82
466,1595525329.0,guilin,CN,25.28,110.29,78.8,83.0,86.0,0.38
467,1595525329.0,liyang,CN,29.71,118.29,78.31,84.0,64.0,0.2
468,1595525329.0,petit goave,HT,18.43,-72.87,93.2,52.0,20.0,12.75
469,1595525330.0,sohag,EG,26.56,31.69,96.8,22.0,0.0,13.87
470,1595525330.0,karratha,AU,-20.74,116.85,69.66,57.0,0.0,6.31
471,1595525330.0,elizabeth city,US,36.29,-76.25,93.72,63.0,1.0,13.87
472,1595525330.0,fenoarivo,MG,-18.93,47.44,53.6,76.0,75.0,9.17
473,1595525330.0,sao cristovao,BR,-11.01,-37.21,82.4,48.0,40.0,6.93
474,1595525331.0,tiarei,PF,-17.53,-149.33,75.09,73.0,75.0,3.36
475,1595525331.0,havre-saint-pierre,CA,50.23,-63.6,69.8,64.0,1.0,8.05
476,1595525331.0,shu,KZ,43.6,73.76,84.67,22.0,77.0,10.45
477,1595525331.0,vestmannaeyjar,IS,63.44,-20.27,51.8,87.0,75.0,6.93
478,1595525332.0,plettenberg bay,ZA,-34.05,23.37,64.11,59.0,0.0,4.83
479,1595525332.0,wufeng,CN,27.45,104.83,62.62,100.0,98.0,4.21
480,1595525332.0,sari,IR,36.56,53.06,77.0,94.0,75.0,4.7
482,1595525332.0,chaohu,CN,31.6,117.87,76.75,100.0,100.0,2.57
483,1595525332.0,lorengau,PG,-2.02,147.27,82.47,79.0,46.0,8.79
484,1595525333.0,coihueco,CL,-36.62,-71.83,51.8,53.0,90.0,2.24
486,1595525333.0,el vigia,VE,8.62,-71.65,88.02,57.0,13.0,5.14
487,1595525333.0,bossangoa,CF,6.49,17.46,73.81,89.0,98.0,0.18
488,1595525333.0,fortuna,US,40.6,-124.16,56.95,100.0,90.0,8.05
489,1595525333.0,dera bugti,PK,29.03,69.15,99.48,28.0,0.0,13.85
490,1595525174.0,maceio,BR,-9.67,-35.74,80.6,65.0,75.0,11.41
491,1595525333.0,mirzapur,IN,25.15,82.58,82.4,83.0,40.0,2.24
492,1595525334.0,batagay-alyta,RU,67.8,130.41,58.42,69.0,7.0,1.28
494,1595525334.0,rantepao,ID,-2.97,119.9,65.95,89.0,95.0,1.28
495,1595525334.0,kasama,ZM,-10.21,31.18,60.4,40.0,0.0,4.41
496,1595525334.0,asfi,MA,32.3,-9.24,77.7,69.0,0.0,23.49
497,1595525334.0,palmeira das missoes,BR,-27.9,-53.31,72.75,72.0,73.0,11.43
498,1595525335.0,waipawa,NZ,-41.41,175.52,44.96,65.0,8.0,3.36
499,1595525335.0,ronne,DK,55.1,14.71,62.6,77.0,0.0,13.87
500,1595525335.0,lebu,CL,-37.62,-73.65,49.15,62.0,46.0,2.64
501,1595525226.0,tandil,AR,-37.32,-59.13,55.0,81.0,100.0,1.99
502,1595525335.0,humaita,BR,-7.51,-63.02,98.35,31.0,85.0,2.93
503,1595525335.0,lethem,GY,3.38,-59.8,86.81,64.0,40.0,2.95
504,1595525336.0,kapoeta,SS,4.77,33.59,75.11,66.0,15.0,6.2
505,1595525336.0,gazli,UZ,40.13,63.45,87.49,25.0,89.0,21.41
507,1595525336.0,champerico,GT,14.3,-91.92,87.8,66.0,20.0,9.17
508,1595525336.0,port washington,US,40.83,-73.7,80.74,74.0,75.0,12.75
509,1595525336.0,turayf,SA,31.67,38.66,98.6,18.0,0.0,13.87
510,1595525337.0,andrews,US,32.32,-102.55,89.6,40.0,1.0,9.17
511,1595525337.0,matagami,CA,49.75,-77.63,75.2,38.0,1.0,4.99
512,1595525079.0,cedar city,US,37.68,-113.06,80.6,28.0,1.0,13.87
513,1595525337.0,aksarka,RU,66.56,67.8,53.29,67.0,51.0,6.89
514,1595525337.0,srednekolymsk,RU,67.45,153.68,67.64,49.0,100.0,5.06
515,1595525337.0,turukhansk,RU,65.82,87.98,50.59,81.0,93.0,5.5
516,1595525337.0,biak,ID,-0.91,122.88,76.1,83.0,67.0,7.25
517,1595525338.0,te anau,NZ,-45.42,167.72,34.41,88.0,47.0,3.8
518,1595525338.0,sorland,NO,67.67,12.69,51.8,87.0,75.0,25.28
519,1595525338.0,pandan,PH,14.05,124.17,81.59,81.0,25.0,4.5
520,1595525338.0,kuvandyk,RU,51.48,57.36,61.29,89.0,100.0,12.44
521,1595525338.0,mutare,ZW,-18.97,32.67,50.76,75.0,18.0,6.89
522,1595525338.0,duderstadt,DE,51.51,10.26,73.33,45.0,3.0,1.01
523,1595525338.0,poum,NC,-20.23,164.02,71.31,79.0,6.0,17.6
525,1595525339.0,bonavista,CA,48.65,-53.11,65.05,63.0,18.0,5.21
526,1595525339.0,alacranes,CU,22.77,-81.57,86.0,74.0,75.0,6.93
527,1595525339.0,mayumba,GA,-3.43,10.66,73.69,77.0,77.0,6.06
528,1595525199.0,gold coast,AU,-28.0,153.43,59.18,93.0,40.0,10.29
529,1595525340.0,radhanpur,IN,23.83,71.6,89.67,66.0,52.0,8.25
530,1595525340.0,manta,EC,-0.95,-80.73,78.8,78.0,77.0,8.05
531,1595525340.0,princeton,US,25.54,-80.41,80.49,88.0,75.0,6.93
532,1595525259.0,urumqi,CN,43.8,87.6,69.8,77.0,75.0,8.95
533,1595525341.0,hualmay,PE,-11.1,-77.61,66.38,71.0,61.0,9.01
534,1595525341.0,makakilo city,US,21.35,-158.09,72.97,78.0,1.0,3.36
535,1595525341.0,polyarnyy,RU,69.2,33.45,71.6,60.0,46.0,13.42
536,1595525341.0,alberton,CA,46.82,-64.07,63.66,89.0,93.0,5.82
537,1595525341.0,fuxin,CN,42.02,121.66,79.39,42.0,0.0,1.97
538,1595525341.0,upata,VE,8.01,-62.4,80.37,84.0,100.0,4.63
539,1595525342.0,juybar,IR,36.64,52.91,77.0,94.0,75.0,4.7
541,1595525342.0,falam,MM,22.92,93.68,62.98,100.0,100.0,1.81
542,1595525342.0,amapa,BR,1.0,-52.0,82.74,76.0,55.0,4.59
543,1595525342.0,ballina,AU,-28.87,153.57,57.15,100.0,90.0,6.93
544,1595525342.0,luoyang,CN,34.68,112.45,73.0,99.0,100.0,3.13
545,1595525343.0,nohar,IN,29.18,74.77,96.48,39.0,1.0,1.54
546,1595525343.0,siguiri,GN,11.67,-9.5,85.21,69.0,31.0,1.68
547,1595525343.0,mehamn,NO,71.04,27.85,50.0,93.0,90.0,2.24
548,1595525126.0,whitehorse,CA,60.72,-135.05,50.23,100.0,75.0,2.24
549,1595525343.0,kovur,IN,14.48,79.98,84.02,75.0,100.0,5.77
550,1595525343.0,guaratinga,BR,-16.57,-39.57,77.0,73.0,40.0,5.82
551,1595525344.0,vyazemskiy,RU,47.54,134.75,65.25,96.0,93.0,5.84
552,1595525096.0,deer lake,CA,49.17,-57.43,73.2,56.0,90.0,11.41
553,1595525344.0,popovo,BG,43.35,26.23,86.0,37.0,48.0,6.93
554,1595525344.0,khani,GE,41.96,42.96,77.0,78.0,75.0,5.82
555,1595525345.0,sumbe,AO,-11.21,13.84,71.8,82.0,1.0,6.8
556,1595525345.0,pedernales,DO,18.04,-71.74,91.4,59.0,40.0,14.99
557,1595525345.0,touros,BR,-5.2,-35.46,84.2,58.0,40.0,13.87
558,1595525345.0,maldonado,UY,-34.67,-54.92,57.99,100.0,90.0,4.7
559,1595525345.0,masumbwe,TZ,-3.63,32.18,72.63,43.0,4.0,5.64
560,1595525195.0,luanda,AO,-8.84,13.23,71.6,78.0,20.0,8.05
561,1595525346.0,broome,US,42.25,-75.83,79.83,69.0,75.0,8.05
562,1595525346.0,bambanglipuro,ID,-7.95,110.28,74.89,84.0,97.0,8.52
563,1595525346.0,nioki,CD,-2.72,17.68,88.75,35.0,71.0,1.63
564,1595525346.0,arkhipo-osipovka,RU,44.37,38.52,75.42,55.0,0.0,13.71
565,1595525346.0,kropotkin,RU,45.44,40.58,72.09,54.0,13.0,5.48
566,1595525346.0,bushehr,IR,28.97,50.84,93.2,67.0,0.0,6.93
567,1595525347.0,anadyr,RU,64.75,177.48,50.0,93.0,47.0,4.47
568,1595525347.0,barpali,IN,21.2,83.58,78.69,86.0,100.0,7.9
569,1595525259.0,bastrop,US,32.76,-91.87,89.44,55.0,1.0,8.05
570,1595525347.0,narsaq,GL,60.92,-46.05,64.4,74.0,75.0,19.46
571,1595525347.0,matay,EG,28.42,30.78,92.57,21.0,7.0,6.62
572,1595525348.0,margate,GB,51.38,1.39,71.37,41.0,98.0,4.0
573,1595525348.0,zhanakorgan,KZ,43.91,67.25,82.81,29.0,81.0,7.63
574,1595525348.0,ube,JP,33.94,131.25,76.66,83.0,75.0,16.11
576,1595525348.0,gravdal,NO,68.12,13.5,50.0,93.0,75.0,11.41
577,1595525348.0,manaure,CO,11.78,-72.44,90.41,50.0,92.0,16.64
578,1595525348.0,tonantins,BR,-2.87,-67.8,81.63,83.0,84.0,1.39
579,1595525349.0,xai-xai,MZ,-25.05,33.64,66.92,65.0,55.0,8.86
580,1595525349.0,beidao,CN,34.57,105.89,67.19,87.0,100.0,2.1
581,1595525349.0,maibong,IN,25.3,93.17,75.67,86.0,100.0,3.53
582,1595525349.0,moissala,TD,8.34,17.77,73.31,91.0,100.0,2.62
583,1595525349.0,gazojak,TM,41.19,61.4,86.29,32.0,98.0,15.03
584,1595525350.0,odweyne,SO,9.41,45.06,74.64,53.0,11.0,18.12
585,1595525350.0,beloha,MG,-25.17,45.05,60.84,71.0,16.0,14.23
586,1595525350.0,liaozhong,CN,41.51,122.72,73.4,78.0,78.0,4.47
587,1595525350.0,mapiripan,CO,2.89,-72.13,87.96,57.0,58.0,2.91
588,1595525350.0,naco,MX,31.33,-109.95,67.55,74.0,95.0,3.0
589,1595525350.0,winslow,US,35.02,-110.7,82.4,30.0,75.0,3.36
590,1595525350.0,west fargo,US,46.88,-96.9,77.11,64.0,1.0,18.34
591,1595525351.0,luis correia,BR,-2.88,-41.67,87.46,51.0,6.0,9.08
592,1595525351.0,saint-francois,FR,46.42,3.91,83.19,25.0,93.0,9.17
593,1595525351.0,kedrovyy,RU,56.17,91.82,51.8,93.0,40.0,2.24
594,1595525351.0,machinga,MW,-15.17,35.3,59.18,71.0,76.0,4.81
595,1595525352.0,okato,NZ,-39.2,173.88,46.0,90.0,86.0,4.0
596,1595525352.0,khandyga,RU,62.67,135.6,56.5,76.0,8.0,1.3
597,1595525163.0,baijiantan,CN,45.63,85.18,80.62,37.0,77.0,7.78
598,1595525352.0,muros,ES,42.78,-9.06,77.16,64.0,13.0,14.99
599,1595525352.0,hauterive,FR,46.09,3.45,82.38,37.0,99.0,3.36
